,summary
0,"[머니투데이 진경진 기자] [[주간증시전망]코스피 전주 대비 .% 하락한 . 마감]지난주(월일~일) 코스피 지수는 그동안의 차익 실현을 위한 매물이 출회되며 ..머니투데이  ""악재보고서→공매도패턴화된공매도?해외보고서에유독약한한국증시약점활용 글로벌 투자은행() 모간스탠리의 부정적 보고파이낸셜뉴스 ""  베어마켓 본격 진입?…증권업계 ""포트폴리오 다시 짜야 할 때""  크리스에프앤씨  의류株 흥행 이어가나  [주간추천주]금융 불안 커질 땐 실적 개선주..건설·통신업 주목  다시 고개 드는 强 달러…“핵심은 美 고용지표”  마트·편의점 무인시대 성큼… 보안株 두 달새 두자릿수 성장 [아시아경제 고형광 기자] 한화투자증권은 태풍 제비와 지진 등 일본 자연재해가 저비용 항공사들의 분기 실적에 부정적 영향을 미칠 것으로 내다봤다. 여행사 중에서는 하나투어의 타격..아시아경제  "" [안혜원의 주간전망]세계무역전쟁 우려 이어지며…박스권 장세 계속"" [주간증시전망] 무역마찰·신흥국통화가치 하락에 짙어진 먹구름 (서울=연합뉴스) 권수현 기자 = 이번 주(∼일) 증시의 관심은 미국이 천억달러(약 조천억원) 규모의 중국 제품에 고율 관세를 부과할지에 쏠릴 전망이다. 앞..연합뉴스  "" 테슬라·페북 급락…올 여름 상투 잡은 해외주식 직구족들 울상""  상어가족 “뚜루루 뚜루” 노랫소리에…핑크퐁 수혜株 ‘쑥쑥’ (뉴욕=연합뉴스) 오진우 연합인포맥스 특파원 = 이번 주(일~일) 뉴욕증시는 미국과 중국의 무역관세 충돌 가능성을 주시하면서 불안한 장세를 이어갈 전망이다.미국의 임..연합뉴스   빠르면 이번주 부동산대책…종부세율 인상 대상 확대도 검토 "" [주간 증시전망] 코스피 관망세 짙은 박스권 장세""  [이번주 증시] 신흥국 리스크·무역전쟁 영향에 박스권 지속  시장 우울해도 웃는 공모주…평균 수익률 %  [금융위기 년] ①년 전 그날 밤 세계가 얼어붙었다 "" [금융위기 년] ③트럼프의 아메리카 퍼스트 지구촌 흔든다"" ""글로벌 부채 경원 사상 최대…대외채무 많은 신흥국 취약(서울=연합뉴스) 김윤구 기자 = 미국의 대 투자은행이었던 리먼 브러더스..연합뉴스 "" ""터키·아르헨티나 금융위기 신흥국으로 확산…증시도 휘청경상수지 적자 대외부채 등이 원인…美 금리인상·무역갈등 악재 겹쳐 터키 앙카..연합뉴스 "" (서울=연합뉴스) 이 율 기자 = 한국경제는 글로벌 금융위기 이후 예전의 성장경로로 돌아가지 못하고 저성장의 덫에 빠졌다.금융위..연합뉴스  금리인상·무역전쟁 위기 진앙 가능성 예의주시""미·중 무역전쟁 다자간 협상 통해 해결해야""이창용 국제통화기금() 아시아·태평양..연합뉴스  ""년전보다 가계부채 늘고 투자활력 저하됐지만 대외·재정부문은 건실""(서울=연합뉴스) 이 율 김경윤 기자 = 윤종원 청와대 경제수석..연합뉴스  코스닥 상장 시스템 반도체 업체 알파홀딩스 나스닥 상장 바이오사 인수에스에프씨도 바이오 업체 인수…""새로운 성장동력 찾던 중 바이오 ..뉴시스 "
